date,outlet,reporter,headline,original,country,medium,link,note
2020-10-13,KNOWING,Anirudh Tiwari,DeFi市場萎縮TVL卻不斷上升，DeFi市場會成為泡沫嗎？,0,Taiwan,Article,https://news.knowing.asia/news/f4caf1b0-fa23-4e95-aa1a-ce7255427e73,
2020-10-13,PANTACX,Anirudh Tiwari,DeFi市场下跌而TVL上升，DeFi市场会成为泡沫吗？,0,China,Article,https://www.pantacx.com/archives/20905,
2020-10-13,Sina Finance,Anirudh Tiwari,DeFi市场下跌而TVL上升 DeFi市场会成为泡沫吗？ 金色财经,0,China,Article,https://cj.sina.com.cn/articles/view/6311913111/178382697020010z2y,
2020-10-13,The Bharat Express News,Anirudh Tiwari,Fall of DeFi Market Shows How TVL Rise Does Not Tell the Full Story,0,India,Article,https://www.thebharatexpressnews.com/fall-of-defi-market-shows-how-tvl-rise-does-not-tell-the-full-story/,
2020-10-13,TokenBus.CN,Anirudh Tiwari,DeFi市场下跌而TVL上升 DeFi市场会成为泡沫吗？,0,China,Article,http://m.tokenbus.cn/a/100126283.html,
2020-10-15,ChainNews,Anirudh Tiwari,DeFi 在夏季的狂熱後是否會變成泡沫？,0,China,Article,https://www.chainnews.com/zh-hant/articles/231681577520.htm,
2020-10-21,Geek Insider,Alan Daniel,Decred Announces Launch of DCRDEX,1,USA,Article,https://geekinsider.com/decred-announces-launch-of-dcrdex/,
2020-10-21,Cointelegraph Italy,Andrey Shevchenko,PayPal offrirà pagamenti con criptovalute a partire dal 2021,1,Italy,Article,https://it.cointelegraph.com/news/paypal-to-offer-crypto-payments-starting-in-2021,quote from Jake taken from previous Cointelegraph article on PayPal
2020-10-21,CryptoPotato,Felix Mollen,Decred Announces its First Zero-Fees Decentralized Exchange: DCRDEX,1,Bulgaria,Article,https://cryptopotato.com/decred-announces-dcrdex-decentralized-exchange/,
2020-10-21,Bitcoin Insider,Felix Mollen,Decred Announces its First Zero-Fees Decentralized Exchange: DCRDEX,0,USA,Article,https://www.bitcoininsider.org/article/96269/decred-announces-its-first-zero-fees-decentralized-exchange-dcrdex,
2020-10-21,CoinMarketCap,Felix Mollen,Decred Announces its First Zero-Fees Decentralized Exchange: DCRDEX,0,USA,Article,https://coinmarketcap.com/headlines/news/decred-announces-dcrdex-decentralized-exchange/,
2020-10-21,Coinstat,Felix Mollen,Decred Announces its First Zero-Fees Decentralized Exchange: DCRDEX,0,Netherlands,Article,https://coinstat.nl/en/crypto-news/180165/decred-announces-zero-fees-decentralized-exchange-dcrdex,
2020-10-21,Fortune The Ledger,Jeff John Roberts and David Z. Morris,"Digital banks: Feature, product or business?",1,USA,Article,https://fortune.com/2020/10/21/digital-banks-feature-product-or-business/,
2020-10-21,Crowdfund Insider,Omar Faridi,"Decred, a Security and Scalability focused Digital Currency Project, Launches DCRDEX, a Non-Custodial Exchange",1,USA,Article,https://www.crowdfundinsider.com/2020/10/168215-decred-a-security-and-scalability-focused-digital-currency-project-launches-dcrdex-a-non-custodial-exchange/,
2020-10-21,Cision PRWeb,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,1,UK,Article,http://www.prweb.com/releases/decred_announces_launch_of_dcrdex_first_exchange_with_no_trading_fees_seeks_to_disrupt_billion_dollar_crypto_exchange_market/prweb17487844.htm,
2020-10-21,Cision PRWeb,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,0,UK,Article,https://drive.google.com/file/d/161nx5O9V8gDWIZ_z6rXyvySpv32OOR9g/view,Link to PRWeb Report. The PRWeb announcement was syndicated to 87 publications including MarketWatch
2020-10-21,ADVFN,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,0,Canada,Article,https://ca.advfn.com/stock-market/stock-news/83505864/decred-announces-launch-of-dcrdex-first-exchange,"additional PRWeb syndication, not included in the PRWeb Report"
2020-10-21,Benzinga,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,0,USA,Article,https://www.benzinga.com/pressreleases/20/10/n17998254/decred-announces-launch-of-dcrdex-first-exchange-with-no-trading-fees-seeks-to-disrupt-billion-dol,"additional PRWeb syndication, not included in the PRWeb Report"
2020-10-21,Chron,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,0,USA,Article,https://www.chron.com/business/press-releases/article/Decred-Announces-Launch-of-DCRDEX-First-15664232.php,"additional PRWeb syndication, not included in the PRWeb Report"
2020-10-21,Le Lézard,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,0,Canada,Article,https://www.lelezard.com/en/news-19478667.html,"additional PRWeb syndication, not included in the PRWeb Report"
2020-10-21,My San Antonio,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,0,USA,Article,https://www.mysanantonio.com/business/press-releases/article/Decred-Announces-Launch-of-DCRDEX-First-15664232.php,"additional PRWeb syndication, not included in the PRWeb Report"
2020-10-21,New Haven Register,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,0,USA,Article,https://www.nhregister.com/business/press-releases/article/Decred-Announces-Launch-of-DCRDEX-First-15664232.php,"additional PRWeb syndication, not included in the PRWeb Report"
2020-10-21,Stamford Advocate,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,0,USA,Article,https://www.stamfordadvocate.com/business/press-releases/article/Decred-Announces-Launch-of-DCRDEX-First-15664232.php,"additional PRWeb syndication, not included in the PRWeb Report"
2020-10-21,The Register Citizen,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,0,USA,Article,https://www.registercitizen.com/business/press-releases/article/Decred-Announces-Launch-of-DCRDEX-First-15664232.php,"additional PRWeb syndication, not included in the PRWeb Report"
2020-10-21,TheMiddletownPress,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,0,USA,Article,https://www.middletownpress.com/business/press-releases/article/Decred-Announces-Launch-of-DCRDEX-First-15664232.php,"additional PRWeb syndication, not included in the PRWeb Report"
2020-10-21,Times Union,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,0,USA,Article,https://www.timesunion.com/business/press-releases/article/Decred-Announces-Launch-of-DCRDEX-First-15664232.php,"additional PRWeb syndication, not included in the PRWeb Report"
2020-10-21,We Buy Bitcoins,PRWeb,Decred Announces Launch of DCRDEX - First Exchange with No Trading Fees Seeks to Disrupt Billion-Dollar Crypto Exchange Market,0,Australia,Article,https://www.webuybitcoins.com.au/decred-announces-launch-of-dcrdex/,"additional PRWeb syndication, not included in the PRWeb Report"
2020-10-21,Bankless Times,Staff Writer,Decred launches DCRDEX,1,Canada,Article,https://www.banklesstimes.com/2020/10/21/decred-launches-dcrdex/,
2020-10-21,The Traderszone Network,Staff Writer,Decred launches DCRDEX,0,USA,Article,https://traderszone.net/decred-launches-dcrdex,
2020-10-21,InfoQ,褚杏娟,支付巨头PayPal宣布支持加密货币买卖和购物，比特币应声突破12800美元,0,China,Article,https://www.infoq.cn/article/v63QwEQ52bX3G4FcetyH,syndicated from Cointelegraph article
2020-10-22,Trend Online,Marliu Pagano,Paypal e Bitcoin un matrimonio con 320 milioni di invitati,1,Italy,Article,https://www.trend-online.com/prp/paypal-bitcoin/,quote from Jake taken from previous Cointelegraph article on PayPal
2020-10-22,Crypto Option,N/A,Decred Announces the Launch of its First Decentralized Exchange DCRDEX,1,USA,Article,https://www.crypto-option.com/decred-announces-the-launch-of-its-first-decentralized-exchange-dcrdex/,
2020-10-22,0xzx.com,Omar Faridi,专注于安全性和可伸缩性的数字货币项目Decred推出了非托管交易所DCRDEX,0,China,Article,https://0xzx.com/202010220412898443.html,
2020-10-22,Crypto Comes,Vladislav Sopov,Decred (DCR) Blockchain Veterans Break into DeFi Turf: DEX Goes Live,1,USA,Article,https://cryptocomes.com/news/decred-dcr-blockchain-veterans-break-into-defi-turf-dex-goes-live,
2020-10-22,sd001,褚杏娟,PayPal宣布支持加密货币买卖，比特币突破1.28万美元,0,China,Article,http://www.sd001.com/9119579p1p1,
2020-10-26,Day Crypto Trading,Jose A Hernández Márquez,DCRDEX el nuevo exchange descentralizado anunciado por Decred,1,USA,Article,https://daycryptotrading.com/noticias/dcrdex-exchange-descentralizado-decred/,
2020-11-09,Hitechies,Pramod Dhakal,"Richard Red, Research and Strategy Lead at Decred.org Talks to Pramod Dhakal",1,Belgium,Podcast,https://www.hitechies.com/richard-red-at-decred-talks-to-pramod-dhakal/,author page https://www.hitechies.com/author/pramod-dhakal/
2020-11-18,Brave New Coin,Andy Pickering,How the Decred Dex plans to disrupt the crypto exchange market,1,USA,Podcast,https://bravenewcoin.com/insights/podcasts/how-the-decred-dex-plans-to-disrupt-the-crypto-exchange-market,
2020-11-19,Geek Insider,Alan Daniel,Brazil Implements Decred Blockchain for 2020 Municipal Elections,1,USA,Article,https://geekinsider.com/decred-blockchain-for-brazil-municipal-elections/,
2020-11-19,The Cryptonomist,Alfredo de Candia,"Elections in Brazil, donations on blockchain",1,Italy,Article,https://en.cryptonomist.ch/2020/11/19/elections-in-brazil-donations-on-blockchain/,
2020-11-19,0xFintech,Alfredo de Candia,"Elections in Brazil, donations on blockchain",0,Malta,Article,https://0xfintech.com/20201119178816.html,
2020-11-19,BitcoinEthereumNews,Alfredo de Candia,"Pilihan raya di Brazil, sumbangan pada blockchain- The Cryptonomist",0,Malaysia,Article,https://ms.bitcoinethereumnews.com/blockchain/elections-in-brazil-donations-on-blockchain-the-cryptonomist/,
2020-11-19,MaxBit,Alfredo de Candia,"Elections in Brazil, donations on blockchain",0,USA,Article,https://maxbit.cc/elections-in-brazil-donations-on-blockchain-the-cryptonomist/,
2020-11-19,Blochain Latinoamerica,Hannibal Misel,Blockchain para Donaciones Transparentes,1,USA,Article,https://blockchainlatinoamerica.com/blockchain/blockchain-para-donaciones-transparentes/,author page https://blockchainlatinoamerica.com/author/amisel/
2020-11-19,Crypto Briefing,Vishal Chawla,Politicians in Brazil Use Decred to Record Political Donations,1,USA,Article,https://cryptobriefing.com/politicians-brazil-use-decred-record-political-donations/,
2020-11-19,All Bit News,Vishal Chawla,Politicians in Brazil Use Decred to Record Political Donations,0,USA,Article,http://allbitnews.com/politicians-in-brazil-use-decred-to-record-political-donations/,
2020-11-19,Coingenius.news,Vishal Chawla,Politicians in Brazil Use Decred to Record Political Donations,0,USA,Article,https://news.coingenius.ai/politicians-in-brazil-use-decred-to-record-political-donations/,
2020-11-19,CoinMarketCap,Vishal Chawla,Politicians in Brazil Use Decred to Record Political Donatio,0,France,Article,https://coinmarketcap.com/fr/headlines/news/politicians-brazil-use-decred-record-political-donations/,
2020-11-19,CoinMarkeTrade,Vishal Chawla,Politicians in Brazil Use Decred to Record Political Donations,0,USA,Article,https://www.coinmarketrade.com/crypto-space-insights/politicians-in-brazil-use-decred-to-record-political-donations/,
2020-11-19,DailyCryptoFeed,Vishal Chawla,Politicians in Brazil Use Decred to Document Political Donations,0,USA,Article,https://dailycryptofeed.com/politicians-in-brazil-use-decred-to-document-political-donations/,
2020-11-19,ICO Talk News,Vishal Chawla,Politicians in Brazil Use Decred to Record Political Donations,0,USA,Article,https://icotalknews.com/technology/politicians-in-brazil-use-decred-to-record-political-donations-2/,
2020-11-21,Explica.co,Explica.co,Ripple’s Waves and XRP Ahead on Weekly Top with More Than 50% Hikes,1,USA,Article,https://www.explica.co/ripples-waves-and-xrp-ahead-on-weekly-top-with-more-than-50-hikes/,
2020-11-22,Cointelegraph,Benjamin Pirus,Friendliest of them all? These could be the best places for crypto,1,USA,Article,https://cointelegraph.com/news/friendliest-of-them-all-these-could-be-the-best-countries-for-crypto,
2020-11-22,Cointelegraph Italy,Benjamin Pirus,Qual è il Paese più crypto-friendly del mondo?,0,Italy,Article,https://it.cointelegraph.com/news/friendliest-of-them-all-these-could-be-the-best-countries-for-crypto,
2020-11-22,GeekMeta,Benjamin Pirus,Decred联合创始人：美国是最合适加密发展的国家,0,China,Article,https://www.geekmeta.com/flash/2695638.html,
2020-11-22,huoxing24,Benjamin Pirus,Decred联合创始人：美国是最合适加密发展的国家,0,China,Article,https://news.huoxing24.com/flash/20201123085236144282.html,
2020-11-22,Investing.com,Benjamin Pirus,Friendliest of them all? These could be the best countries for crypto,0,USA,Article,https://www.investing.com/news/cryptocurrency-news/friendliest-of-them-all-these-could-be-the-best-countries-for-crypto-2353744,
2020-11-23,0xzx.com,Benjamin Pirus,他们所有人都友好吗？ 这些可能是加密货币的最佳国?,0,China,Article,https://0xzx.com/202011230900967792.html,
2020-11-23,Beekuaibao,Benjamin Pirus,加密货币最友好国家 美国vs波多黎各？,0,China,Article,https://www.beekuaibao.com/article/780551689744703488,
2020-11-23,BTC Wires,Benjamin Pirus,Friendliest of them all? These can be the simplest countries for crypto,0,UK,Article,https://www.btcwires.com/c-buzz/friendliest-of-them-all-these-can-be-the-simplest-countries-for-crypto/,
2020-11-23,Burada Biliyorum,Benjamin Pirus,Friendliest of them all? These could be the best countries for crypto,0,Turkey,Article,https://en.buradabiliyorum.com/,
2020-11-23,ChainDD,Benjamin Pirus,加密货币最友好国家，美国vs波多黎各？,0,China,Article,https://www.chaindd.com/3445610.html,
2020-11-23,Crypto News Australia,Benjamin Pirus,Friendliest of them all? These could be the best countries for crypto,0,Australia,Article,https://cryptonews.com.au/story/friendliest-of-them-all-these-could-be-the-best-countries-for-crypto-144098,
2020-11-23,EntretenimientoBit,Benjamin Pirus,¿El más amigable de todos? Estos podrían ser las mejores naciones para las criptomonedas,0,Argentina,Article,https://entretenimientobit.com/crypto/el-mas-amigable-de-todos-estos-podrian-ser-las-mejores-naciones-para-las-criptomonedas/,
2020-11-23,Españamadrid,Benjamin Pirus,¿El más amigable de todos? Estos podrían ser los mejores países para las criptomonedas,0,Spain,Article,https://xn--espaamadrid-4db.com/es/el-mas-amigable-de-todos-estos-podrian-ser-los-mejores-paises-para-las-criptomonedas-230161.html,
2020-11-23,Europe & World News,Benjamin Pirus,Friendliest of them all? These could be the best countries for cryptocurrencies,0,USA,Article,https://www.europeworldnews.com/friendliest-of-them-all-these-could-be-the-best-countries-for-cryptocurrencies/,
2020-11-23,Fengniaocaijing,Benjamin Pirus,加密货币最友好国家 美国vs波多黎各？,0,China,Article,http://www.fengniaocaijing.com/article/detail?article_id=210040,
2020-11-23,Hash Telegraph,Benjamin Pirus,Уровень свобод в США благоприятствует владельцам криптовалют — соучредитель Decred Подробнее:,0,Russia,Article,https://hashtelegraph.com/uroven-svobod-v-ssha-blagoprijatstvuet-vladelcam-kriptovaljut-souchreditel-decred/,
2020-11-23,iProUP,Benjamin Pirus,"¿Cuál es el país más ""amigable"" con las criptomonedas?: los expertos responden esa duda",0,Argentina,Article,https://www.iproup.com/economia-digital/18532-bitcoin-cual-es-el-pais-mas-amigable-con-las-criptomonedas,
2020-11-23,Marketing Millionario,Benjamin Pirus,¿El más amigable de todos? Estos podrían ser las mejores naciones para las criptomonedas,0,Spain,Article,https://marketingmillonario.com/el-mas-amable-de-todos-estos-podrian-ser-los-mejores-paises-para-cripto/,
2020-11-23,QKLW,Benjamin Pirus,Decred联合创始人：美国是最合适加密发展的国家,0,China,Article,https://www.qklw.com/lives/20201123/143442.html,
2020-11-23,Ranzware,Benjamin Pirus,Friendliest of them all? These could be the best places for crypto,0,Kuwait,Article,https://www.ranzware.com/10018,
2020-11-23,The Bharat Express News,Benjamin Pirus,The friendliest of all? These could be the best countries for crypto,0,USA,Article,https://www.thebharatexpressnews.com/the-friendliest-of-all-these-could-be-the-best-countries-for-crypto/,
2020-11-23,Universe News,Benjamin Pirus,Friendliest of all of them? These might be the perfect nations for crypto,0,India,Article,https://universenews.in/friendliest-of-them-all-these-could-be-the-best-countries-for-crypto/,
2020-11-23,WebGiaCoin,Benjamin Pirus,Thân thiện nhất trong số họ? đây có thể là những quốc gia tốt nhất cho tiền điện tử,0,Vietnam,Article,https://webgiacoin.com/tintuc/than-thien-nhat-trong-so-ho-day-co-the-la-nhung-quoc-gia-tot-nhat-cho-tien-dien-tu-23596.html,
2020-11-23,Masters of Nodes,Inkarias,Decred blockchain system implemented in Brazil municipal elections,1,UK,Article,https://mastersofnodes.com/decred-blockchain-system-implemented-in-brazil-municipal-elections,author page https://mastersofnodes.com/author/6
2020-11-23,Medium,Mickael Mosse,These could be the best countries for crypto.,0,USA,Article,https://mickaelmosse.medium.com/these-could-be-the-best-countries-for-crypto-59083ccd7c17,
2020-11-24,btc17,Benjamin Pirus,加密货币最友好的国家，美国和波多黎各？,0,China,Article,https://www.btc17.com/40807.html,
2020-11-24,btc798.com,Benjamin Pirus,加密货币最友好国家，美国vs波多黎各？,0,China,Article,http://www.btc798.com/articles/82179.html,
2020-11-24,CCValue,Benjamin Pirus,加密货币最友好国家 美国vs波多黎各？,0,China,Article,https://www.ccvalue.cn/article/676943.html,
2020-11-24,ChainNews,Benjamin Pirus,美國被認爲是對加密貨幣最友好的國家,0,China,Article,https://www.chainnews.com/zh-hant/articles/494030309396.htm,
2020-11-24,China Gold Network,Benjamin Pirus,加密货币最友好国家 美国vs波多黎各？,0,China,Article,http://gold.cngold.com.cn/20201124d11141n348774862.html,
2020-11-24,Coin Otag,Benjamin Pirus,En kripto dostu ülke hangisi?,0,Turkey,Article,https://coinotag.com/en-kripto-dostu-ulke-hangisi/,
2020-11-24,Housten Roofing Directory,Benjamin Pirus,Friendliest of all of them? These might be the very best locations for crypto,0,USA,Article,http://houstonroofingdirectory.com/friendliest-of-them-all-these-could-be-the-best-places-for-crypto/,
2020-11-24,Maitian News,Benjamin Pirus,加密货币最友好国家，美国vs波多黎各？,0,China,Article,http://www.maitiannews.com/news/4194,
2020-11-24,PANews Lab,Benjamin Pirus,加密货币最友好国家，美国还是波多黎各？,0,China,Article,https://www.panewslab.com/wap/zh/articledetails/D94658593.html,
2020-11-24,ReadBlocks,Benjamin Pirus,加密货币最友好国家，美国vs波多黎各？,0,China,Article,https://www.readblocks.com/archives/57328,
2020-11-24,Sohu,Benjamin Pirus,加密货币最友好国家，美国vs波多黎各？,0,China,Article,https://www.sohu.com/a/433877148_100217347,
2020-11-25,Digital Cash Network,Joël Valenzuela,"Luke Powell on Decred Governance, Hybrid Consensus, and New Decentralized Treasury",1,USA,Podcast,https://odysee.com/@DigitalCashNetwork:c/Decred:6,
2020-11-27,Cointelegraph,Benjamin Pirus,Decred co-founder explains rationale behind Bitcoin bull and bear cycles,1,USA,Article,https://cointelegraph.com/news/decred-co-founder-explains-rationale-behind-bitcoin-bull-and-bear-cycles,
2020-11-27,24Cripto,Benjamin Pirus,El cofundador de Decred explica la razón detrás de los ciclos alcistas y bajistas de Bitcoin,0,Spain,Article,https://24cripto.com/el-cofundador-de-decred-explica-la-razon-detras-de-los-ciclos-alcistas-y-bajistas-de-bitcoin/,
2020-11-27,Cointelegraph Brazil,Benjamin Pirus,Cofundador da Decred explica lógica por trás dos mercados de baixa e alta do Bitcoin,0,Brazil,Article,https://cointelegraph.com.br/news/decred-co-founder-explains-rationale-behind-bitcoin-bull-and-bear-cycles,
2020-11-27,Cointelegraph Germany,Benjamin Pirus,Decred-Mitgründer erklärt „Psychologie“ hinter Kursbewegungen von Bitcoin,0,Germany,Article,https://de.cointelegraph.com/news/decred-co-founder-explains-rationale-behind-bitcoin-bull-and-bear-cycles,
2020-11-27,Cointelegraph Spain,Benjamin Pirus,El cofundador de Decred explica la razón detrás de los ciclos alcistas y bajistas de Bitcoin,0,Spain,Article,https://es.cointelegraph.com/news/decred-co-founder-explains-rationale-behind-bitcoin-bull-and-bear-cycles,
2020-11-27,CryptoNewsBoy,Benjamin Pirus,Der verstorbene Mitbegründer erklärt die Gründe für die Bullen- und Bärenzyklen von Bitcoin,0,Germany,Article,https://www.cryptonewsboy.de/der-verstorbene-mitbegruender-erklaert-die-gruende-fuer-die-bullen-und-baerenzyklen-von-bitcoin/,
2020-11-27,Geonomie.fr,Benjamin Pirus,Le co-fondateur de Decred explique la justification des cycles haussiers et baissiers de Bitcoin,0,France,Article,https://www.geonomie.fr/actualite/bitcoin/le-co-fondateur-de-decred-explique-la-justification-des-cycles-haussiers-et-baissiers-de-bitcoin/,
2020-11-27,Investing.com,Benjamin Pirus,Decred co-founder explains rationale behind Bitcoin bull and bear cycles,0,USA,Article,https://m.investing.com/news/cryptocurrency-news/decred-cofounder-explains-rationale-behind-bitcoin-bull-and-bear-cycles-2357517,
2020-11-27,Krypto Wahrung,Benjamin Pirus,Decred Mitbegründer erläutert die Gründe für die Zyklen von Bullen und Bären bei Bitcoin,0,Germany,Article,https://kryptowahrung.org/decred-mitbegruender-erlaeutert-die-gruende-fuer-die-zyklen-von-bullen-und-baeren-bei-bitcoin/,
2020-11-27,The Bharat Express News,Benjamin Pirus,Decred co-founder explains the rationale for Bitcoin’s bullish and bearish cycles,0,USA,Article,https://www.thebharatexpressnews.com/decred-co-founder-explains-the-rationale-for-bitcoins-bullish-and-bearish-cycles/,
2020-11-27,We Buy Bitcoins,Benjamin Pirus,Decred co-founder explains rationale behind Bitcoin bull and bear cycles,0,Australia,Article,https://www.webuybitcoins.com.au/decred-co-founder-explains-rationale-behind-bitcoin-bull-and-bear-cycles/,
2020-11-27,World News Report 1,Benjamin Pirus,Decred co-founder explains rationale behind Bitcoin bull and bear cycles,0,USA,Article,https://www.worldnewsreport1.com/2020/11/27/decred-co-founder-explains-rationale-behind-bitcoin-bull-and-bear-cycles/,
2020-11-28,CoinCorner.ch,Benjamin Pirus,Decred-Mitgründer erklärt „Psychologie“ hinter Kursbewegungen von Bitcoin,0,Germany,Article,https://coincorner.ch/category/news/bitcoin-kurs/,
2020-11-28,Cointelegraph Italy,Benjamin Pirus,Co-founder di Decred: i cicli di Bitcoin sono legati anche alla psicologia umana,0,Italy,Article,https://it.cointelegraph.com/news/decred-co-founder-explains-rationale-behind-bitcoin-bull-and-bear-cycles,
2020-11-28,EntretenimientoBit,Benjamin Pirus,El cofundador de Decred informa la causa detrás de los ciclos alcistas y bajistas de Bitcoin,0,Argentina,Article,https://entretenimientobit.com/crypto/el-cofundador-de-decred-informa-la-causa-detras-de-los-ciclos-alcistas-y-bajistas-de-bitcoin/,
2020-11-28,The Breaking News Headlines,Benjamin Pirus,Decred co-founder explains rationale behind Bitcoin bull and bear cycles,0,USA,Article,https://thebreakingnewsheadlines.com/blog/decred-co-founder-explains-rationale-behind-bitcoin-bull-and-bear-cycles/,
2020-11-29,Inside Bitcoins,Azeez Mustapha,"Bitcoin Price Prediction: BTC/USD Is Likely to Face Deeper Correction if Bulls Fail to Resume Upside Momentum above $18,000 High",1,UK,Article,https://insidebitcoins.com/news/bitcoin-btc-price-prediction-november-29-2020-2,references Jake's Cointelegraph interview on Bear and Bull Cycles
2020-11-29,BitcoinEthereumNews,Benjamin Pirus,"BTC / USD tends to face a deeper correction if the Bulls fail to continue the upside momentum above the $ 18,000 high",0,Malaysia,Article,https://ms.bitcoinethereumnews.com/bitcoin/btc-usd-is-likely-to-face-deeper-correction-if-bulls-fail-to-resume-upside-momentum-above-18000-high/,
2020-11-29,LaptrinhX,Benjamin Pirus,"Bitcoin Price Prediction: BTC/USD Is Likely to Face Deeper Correction if Bulls Fail to Resume Upside Momentum above $18,000 High",0,USA,Article,https://laptrinhx.com/bitcoin-price-prediction-btc-usd-is-likely-to-face-deeper-correction-if-bulls-fail-to-resume-upside-momentum-above-18-000-high-1332873289/,
2020-12-01,CoinMarketCap,N/A,Decred co-founder on Nasdaq TradeTalks,1,France,Article,https://coinmarketcap.com/headlines/signals/decred-co-founder-on-nasdaq-tradetalks-decred/,references Jake's Nasdaq Interview
2020-12-02,Nasdaq TradeTalks,Jill Malandrino,#TradeTalks: How can blockchain can be used in elections?,1,USA,Video Interview,https://www.nasdaq.com/videos/tradetalks:-how-can-blockchain-can-be-used-in-elections,also https://twitter.com/TradeTalks/status/1333885202385436673
2020-12-03,Coin24,Benson Toti,Decred rebondit à 42 $ après avoir augmenté de 50 %,0,France,Article,https://coin24.fr/actualites/decred-rebondit-a-42-apres-avoir-augmente-de-50/,references Jake's Nasdaq interview
2020-12-03,CoinJournal,Benson Toti,Decred bounces off $42 after spiking 50%,1,UK,Article,https://coinjournal.net/news/decred-bounces-off-42-after-spiking-50/,references Jake's Nasdaq interview
2020-12-03,Guia Do Bitcoin,Benson Toti,Decred rebate $ 42 após atingir 50%,0,Brazil,Article,https://guiadobitcoin.com.br/noticias/decred-rebate-42-apos-atingir-50/,references Jake's Nasdaq interview
2020-12-03,CryptoMode,JP Buntinx,5 Reasons Why You Shouldn’t Overlook Decred (DCR),1,USA,Article,https://cryptomode.com/5-reasons-why-you-shouldnt-overlook-decred-dcr/,
2020-12-03,CryptoPotato,Martin Young,Decred (DCR) Pumps 50% as Social Sentiment Surges,1,Bulgaria,Article,https://cryptopotato.com/decred-dcr-pumps-50-as-social-sentiment-surges/,references Jake's Nasdaq interview
2020-12-05,Forex Academy,Keiran,How To Spot Bitcoin Bull & Bear Cycles Beginners Edition!,1,USA,Article,https://www.forex.academy/how-to-spot-bitcoin-bull-bear-cycles-beginners-edition/,references Jake's Cointelegraph interview on Bear and Bull Cycles
2020-12-08,Brave New Coin,Josh Olszewicz,Decred Price Analysis - Active addresses hit all-time highs as trend metrics flip bullish,1,USA,Article,https://bravenewcoin.com/insights/decred-price-analysis-active-addresses-hit-all-time-highs-as-trend-metrics,references DCRDEX launch
2020-12-10,Geek Insider Podcast,Meredith Loughran,Jake Yocom-Piatt talks Decred and Blockchain,1,USA,Podcast,https://www.youtube.com/watch?v=mYK_Awn1wTk,
2020-12-17,Cointelegraph,Rakesh Upadhyay,"Bitcoin bull market pulls Kusama (KSM), Decred (DCR) and Qtum price higher",1,USA,Article,https://cointelegraph.com/news/bitcoin-bull-market-pulls-kusama-ksm-decred-dcr-and-qtum-price-higher,
2020-12-17,Cointelegraph,Rakesh Upadhyay,"El mercado alcista de Bitcoin impulsa el precio de Kusama (KSM), Decred (DCR) y Qtum",0,Spain,Article,https://es.cointelegraph.com/news/bitcoin-bull-market-pulls-kusama-ksm-decred-dcr-and-qtum-price-higher,
2020-12-17,Crypto News Pipe,Rakesh Upadhyay,"Bitcoin bull market pulls Kusama (KSM), Decred (DCR) and Qtum price higher",0,USA,Article,https://cryptonewspipe.com/2020/12/17/bitcoin-bull-market-pulls-kusama-ksm-decred-dcr-and-qtum-price-higher/,
2020-12-17,ForexTV,Rakesh Upadhyay,"Bitcoin bull market pulls Kusama (KSM), Decred (DCR) and Qtum price higher",0,USA,Article,https://forextv.com/bitcoin-news/bitcoin-bull-market-pulls-kusama-ksm-decred-dcr-and-qtum-price-higher/,
2020-12-18,Crypto News Australia,Rakesh Upadhyay,"Bitcoin bull market pulls Kusama (KSM), Decred (DCR) and Qtum price higher",0,Australia,Article,https://cryptonews.com.au/story/bitcoin-bull-market-pulls-kusama-ksm-decred-dcr-and-qtum-price-higher-147023,
2020-12-22,KQLCN,Benjamin Pirus,比特币价格：比特币仍然面临链上扩展的麻烦,0,China,Article,http://www.kqlcn.com/btb/huiyi/3222.html,references Jake Cointelegraph interview on Bitcoin scaling
